% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
64784 +9.989698939e-004 +9.989698939e-004 -5.234900103e+001 -5.234900103e+001 -8.3724e-001 -1.2768e+000 +2.5864e+000 -2.3315e+000 -1.5250e+000 +3.6075e+000 -3.8964e+000 +1.4109e-002 +2.7536e+000 -1.6969e+000 +2.9986e+000 -5.3639e-001 +3.5179e+000 -8.3367e-001 -1.9927e+000 +1.1738e+000 -1.1313e+000 +1.7329e+000 +3.0564e+000 -3.9193e+000
107382 +6.222686391e-004 +6.222686391e-004 -5.234937773e+001 -5.234937773e+001 -8.4168e-001 -1.2704e+000 +2.5805e+000 -2.3321e+000 -1.5252e+000 +3.6119e+000 -3.8967e+000 +1.1965e-002 +2.7617e+000 -1.6991e+000 +3.0000e+000 -5.3502e-001 +3.5157e+000 -8.4452e-001 -1.9814e+000 +1.1776e+000 -1.1295e+000 +1.7372e+000 +3.0710e+000 -3.9233e+000
167934 +3.979901577e-004 +3.979901577e-004 -5.234960201e+001 -5.234960201e+001 -8.4258e-001 -1.2688e+000 +2.5730e+000 -2.3376e+000 -1.5237e+000 +3.6114e+000 -3.8967e+000 +1.2052e-002 +2.7603e+000 -1.6994e+000 +3.0023e+000 -5.3163e-001 +3.5132e+000 -8.5596e-001 -1.9718e+000 +1.1862e+000 -1.1327e+000 +1.7437e+000 +3.0741e+000 -3.9255e+000
276103 +2.503900792e-004 +2.503900792e-004 -5.234974961e+001 -5.234974961e+001 -8.4808e-001 -1.2649e+000 +2.5695e+000 -2.3386e+000 -1.5242e+000 +3.6120e+000 -3.8960e+000 +1.2179e-002 +2.7629e+000 -1.7022e+000 +3.0044e+000 -5.3164e-001 +3.5108e+000 -8.5775e-001 -1.9665e+000 +1.1897e+000 -1.1350e+000 +1.7442e+000 +3.0859e+000 -3.9316e+000
467101 +1.584250131e-004 +1.584250131e-004 -5.234984157e+001 -5.234984157e+001 -8.4993e-001 -1.2599e+000 +2.5654e+000 -2.3384e+000 -1.5243e+000 +3.6129e+000 -3.8958e+000 +1.2223e-002 +2.7663e+000 -1.7025e+000 +3.0044e+000 -5.3065e-001 +3.5068e+000 -8.6305e-001 -1.9609e+000 +1.1934e+000 -1.1348e+000 +1.7484e+000 +3.0924e+000 -3.9317e+000
902354 +9.999672387e-005 +9.999672387e-005 -5.234990000e+001 -5.234990000e+001 -8.5185e-001 -1.2573e+000 +2.5624e+000 -2.3409e+000 -1.5246e+000 +3.6155e+000 -3.8950e+000 +1.1832e-002 +2.7669e+000 -1.7023e+000 +3.0057e+000 -5.2915e-001 +3.5038e+000 -8.6780e-001 -1.9555e+000 +1.1961e+000 -1.1352e+000 +1.7523e+000 +3.0964e+000 -3.9344e+000
1727813 +6.309486019e-005 +6.309486019e-005 -5.234993691e+001 -5.234993691e+001 -8.5451e-001 -1.2549e+000 +2.5586e+000 -2.3437e+000 -1.5241e+000 +3.6170e+000 -3.8936e+000 +1.1158e-002 +2.7688e+000 -1.7026e+000 +3.0069e+000 -5.2759e-001 +3.5007e+000 -8.7054e-001 -1.9522e+000 +1.1983e+000 -1.1355e+000 +1.7556e+000 +3.0993e+000 -3.9372e+000
% function evaluation | noise-free fitness - Fopt (-1.795400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.698419891e+002 +4.698419891e+002 +2.903019891e+002 +2.903019891e+002 -5.7698e-001 -1.9292e+000 -3.5743e+000 -4.0918e+000 -4.8449e+000 +2.9840e+000 -3.3985e+000 -5.9169e-001 +2.8490e-001 -1.6384e+000 +2.7544e+000 -1.0797e+000 +8.0445e-001 -1.7577e+000 +3.8872e-001 +1.3282e+000 -3.7733e+000 +1.5656e-001 -4.5137e+000 -4.4369e+000
2 +1.372924992e+002 +1.372924992e+002 -4.224750085e+001 -4.224750085e+001 +4.5069e+000 +4.0560e+000 -3.8912e+000 -1.3941e+000 -3.2750e+000 +7.3099e-001 -2.3263e+000 +4.9494e+000 -3.8192e+000 +1.1787e+000 -1.4903e+000 +3.8214e+000 +3.6829e+000 +2.4311e+000 +1.8122e+000 +1.7817e+000 +2.6654e+000 +4.0803e+000 -3.1187e+000 +3.3926e+000
5 +6.666722033e+001 +6.666722033e+001 -1.128727797e+002 -1.128727797e+002 -4.8449e+000 +4.2482e+000 -6.1250e-001 +3.1424e+000 -7.8242e-001 -1.8207e+000 -4.1128e-001 -3.5094e+000 -3.7647e+000 -1.2563e-003 +3.7023e+000 +8.0861e-001 -4.1348e+000 -7.3245e-001 +3.4999e+000 +1.2851e+000 +2.3340e+000 +4.3873e+000 +4.5846e+000 -3.2363e+000
44 +4.248854417e+001 +4.248854417e+001 -1.370514558e+002 -1.370514558e+002 -4.2631e-001 +4.1145e+000 -1.8178e+000 +5.4784e-001 +2.0121e+000 -4.3768e-002 -5.5388e-002 -3.6292e+000 -2.3145e-001 +4.1842e+000 +2.7384e+000 +7.9811e-001 -3.5392e+000 +1.8000e+000 +3.0355e-001 -5.0000e+000 +2.3257e+000 +5.0000e+000 -3.1727e+000 +9.1998e-001
78 +3.090284312e+001 +3.090284312e+001 -1.486371569e+002 -1.486371569e+002 -5.0000e+000 +1.9298e+000 -9.4287e-002 +2.0700e+000 +1.1652e+000 -1.3682e+000 -1.1628e+000 +4.8288e+000 -1.4935e+000 +3.7802e+000 -2.8057e+000 +8.2205e-001 -2.3882e+000 -6.0588e-001 +2.1017e+000 +1.7830e+000 -1.6179e+000 +5.0000e+000 +5.0000e+000 -1.6830e+000
124 +2.372634591e+001 +2.372634591e+001 -1.558136541e+002 -1.558136541e+002 -2.3032e+000 +4.1882e+000 -1.0420e+000 +3.4784e+000 +3.0656e+000 +0.0000e+000 -1.8202e+000 +2.4301e+000 -4.5485e+000 +3.2022e+000 -2.7613e+000 +1.4041e+000 -2.3511e+000 +9.3665e-001 +3.0765e+000 -1.4270e+000 +1.3121e-001 +5.0000e+000 +2.4756e+000 -2.4105e+000
236 +8.306589559e+000 +8.306589559e+000 -1.712334104e+002 -1.712334104e+002 -1.8287e+000 +3.1006e+000 -2.2808e+000 +2.3540e+000 +1.2125e+000 -1.6407e+000 +3.1089e+000 +3.4714e+000 -3.5594e-001 +3.0265e+000 -1.4286e+000 +6.3667e-001 +9.1983e-002 +3.8816e-001 +3.4854e+000 +2.0801e+000 -2.0104e+000 +3.9976e+000 +3.9160e+000 -6.1528e-003
665 +5.254174687e+000 +5.254174687e+000 -1.742858253e+002 -1.742858253e+002 -8.1485e-001 +1.7379e+000 -1.9428e+000 +1.9009e+000 +3.7587e+000 -1.5295e+000 +4.0971e+000 +4.8319e+000 +1.2373e+000 +1.8519e+000 +9.7101e-001 +9.0560e-001 +5.5617e-001 +1.3721e+000 +3.7679e+000 +1.3944e+000 -2.0787e+000 +4.3187e+000 +3.6606e+000 -3.8170e-001
969 +3.292066635e+000 +3.292066635e+000 -1.762479334e+002 -1.762479334e+002 -6.4859e-001 +1.3972e+000 -2.0456e+000 +2.1376e+000 +3.4686e+000 -1.6301e+000 +3.9857e+000 +4.8676e+000 +3.6745e-001 +2.4380e+000 -1.2285e+000 +1.5800e+000 -2.3290e-001 +9.1052e-001 +3.2412e+000 +5.5741e-001 -2.0221e+000 +4.3748e+000 +2.0426e+000 -1.2233e+000
1598 +2.287880956e+000 +2.287880956e+000 -1.772521190e+002 -1.772521190e+002 -2.6695e-001 +7.6874e-002 -3.0818e+000 +1.6917e+000 +3.4585e+000 -3.5416e-001 +3.2770e+000 +4.8273e+000 +3.7473e-001 +2.4856e+000 -7.0390e-001 +1.7354e+000 -8.3803e-001 +9.3906e-001 +3.2609e+000 +7.8569e-001 -1.8826e+000 +4.3683e+000 +1.9365e+000 -1.1306e+000
1691 +1.252170422e+000 +1.252170422e+000 -1.782878296e+002 -1.782878296e+002 +1.3467e+000 +5.6401e-001 -2.7506e+000 +1.8653e+000 +3.6650e+000 -1.5576e-001 +3.6316e+000 +3.0695e+000 +2.8403e-001 +2.0776e+000 -4.2306e-001 +1.0248e+000 -1.3026e+000 +1.1983e+000 +3.3522e+000 +7.3593e-001 -1.6189e+000 +4.4255e+000 +2.3497e+000 -1.0081e+000
2094 +9.781450066e-001 +9.781450066e-001 -1.785618550e+002 -1.785618550e+002 +1.3792e+000 +9.3542e-001 -3.0046e+000 +1.8431e+000 +3.9646e+000 -4.1728e-001 +3.7681e+000 +3.4727e+000 -1.5830e-001 +2.6227e+000 -3.8020e-001 +6.6853e-001 -1.2106e+000 +1.2831e+000 +3.0627e+000 +9.1896e-001 -1.5897e+000 +3.7043e+000 +1.4986e+000 -1.0404e+000
2890 +5.760414065e-001 +5.760414065e-001 -1.789639586e+002 -1.789639586e+002 +1.1027e+000 +8.0544e-001 -3.2170e+000 +1.7184e+000 +3.8947e+000 -4.7827e-001 +3.5578e+000 +3.5466e+000 -1.1001e-001 +2.0130e+000 -4.6227e-001 +8.2023e-001 -1.2285e+000 +1.1538e+000 +2.7571e+000 +9.6523e-001 -1.4762e+000 +3.5954e+000 +1.8898e+000 -9.2899e-001
3393 +3.620400713e-001 +3.620400713e-001 -1.791779599e+002 -1.791779599e+002 +1.0632e+000 +7.4449e-001 -3.3105e+000 +1.7257e+000 +3.8214e+000 -1.8945e-001 +3.4923e+000 +3.6462e+000 +2.9542e-001 +2.1092e+000 -5.5221e-001 +4.6049e-001 -1.2829e+000 +1.1874e+000 +2.1894e+000 +9.5217e-001 -1.4310e+000 +3.6893e+000 +1.8865e+000 -1.1099e+000
3667 +2.381762899e-001 +2.381762899e-001 -1.793018237e+002 -1.793018237e+002 +8.4952e-001 +7.4972e-001 -3.4463e+000 +1.9318e+000 +3.7251e+000 -2.5263e-001 +3.4959e+000 +3.5532e+000 +3.1521e-001 +2.1385e+000 -5.3170e-001 +4.4727e-001 -1.2680e+000 +1.1481e+000 +2.1303e+000 +9.7008e-001 -1.2767e+000 +3.5967e+000 +1.7631e+000 -1.2779e+000
3812 +1.421044911e-001 +1.421044911e-001 -1.793978955e+002 -1.793978955e+002 +9.1675e-001 +6.6873e-001 -3.6215e+000 +2.0164e+000 +3.7608e+000 -4.5810e-001 +3.5457e+000 +3.2908e+000 +3.9690e-002 +2.2239e+000 -5.9732e-001 +5.0435e-001 -1.1442e+000 +1.0311e+000 +1.9570e+000 +9.7525e-001 -1.3254e+000 +3.8213e+000 +1.7519e+000 -1.1222e+000
5082 +9.917413387e-002 +9.917413387e-002 -1.794408259e+002 -1.794408259e+002 +8.5751e-001 +6.2697e-001 -3.5023e+000 +2.1019e+000 +3.8186e+000 -4.5491e-001 +3.6281e+000 +3.4403e+000 -1.0482e-001 +2.0114e+000 -6.1776e-001 +4.2883e-001 -1.2809e+000 +1.1307e+000 +2.2139e+000 +9.9462e-001 -1.2463e+000 +3.9070e+000 +1.7822e+000 -1.1846e+000
6362 +6.198724317e-002 +6.198724317e-002 -1.794780128e+002 -1.794780128e+002 +8.9714e-001 +5.8861e-001 -3.4239e+000 +2.1119e+000 +3.9472e+000 -5.1253e-001 +3.6242e+000 +3.4346e+000 +1.9679e-002 +2.0573e+000 -5.7477e-001 +4.6937e-001 -1.2593e+000 +1.1572e+000 +2.1681e+000 +1.0336e+000 -1.2648e+000 +3.9067e+000 +1.7767e+000 -1.0223e+000
7538 +3.941386866e-002 +3.941386866e-002 -1.795005861e+002 -1.795005861e+002 +8.8707e-001 +5.8896e-001 -3.3678e+000 +2.1037e+000 +3.8613e+000 -5.3675e-001 +3.6876e+000 +3.4861e+000 +7.9215e-002 +2.0597e+000 -6.4014e-001 +4.8047e-001 -1.3958e+000 +9.9243e-001 +2.1906e+000 +9.7820e-001 -1.2441e+000 +3.9083e+000 +1.8310e+000 -1.0356e+000
7991 +1.526054463e-002 +1.526054463e-002 -1.795247395e+002 -1.795247395e+002 +8.7341e-001 +5.9734e-001 -3.3776e+000 +2.2736e+000 +3.8664e+000 -5.2474e-001 +3.6733e+000 +3.5134e+000 +1.0253e-001 +2.0583e+000 -7.3226e-001 +6.0634e-001 -1.3385e+000 +1.0437e+000 +2.2135e+000 +9.9861e-001 -1.3676e+000 +3.8954e+000 +1.8276e+000 -1.0635e+000
9285 +8.733839505e-003 +8.733839505e-003 -1.795312662e+002 -1.795312662e+002 +8.6935e-001 +5.9101e-001 -3.3819e+000 +2.2977e+000 +3.8648e+000 -4.6120e-001 +3.6816e+000 +3.4966e+000 +1.1084e-001 +2.0807e+000 -6.8842e-001 +6.3348e-001 -1.3268e+000 +1.1212e+000 +2.2283e+000 +9.9083e-001 -1.3100e+000 +3.8958e+000 +1.8566e+000 -1.0539e+000
12817 +6.252430730e-003 +6.252430730e-003 -1.795337476e+002 -1.795337476e+002 +8.7116e-001 +5.9503e-001 -3.4234e+000 +2.2998e+000 +3.8605e+000 -5.0300e-001 +3.6557e+000 +3.5025e+000 +1.2996e-001 +2.0512e+000 -6.8389e-001 +6.2193e-001 -1.3371e+000 +1.0953e+000 +2.2396e+000 +9.8010e-001 -1.3136e+000 +3.8922e+000 +1.8696e+000 -1.0510e+000
17146 +3.956375071e-003 +3.956375071e-003 -1.795360436e+002 -1.795360436e+002 +8.5674e-001 +5.8276e-001 -3.4210e+000 +2.3030e+000 +3.8513e+000 -4.9305e-001 +3.6524e+000 +3.5035e+000 +1.5599e-001 +2.0673e+000 -6.8010e-001 +6.3219e-001 -1.3492e+000 +1.0981e+000 +2.2303e+000 +9.8542e-001 -1.3226e+000 +3.8955e+000 +1.8719e+000 -1.0338e+000
23787 +2.504180346e-003 +2.504180346e-003 -1.795374958e+002 -1.795374958e+002 +8.4799e-001 +5.6572e-001 -3.4308e+000 +2.3201e+000 +3.8471e+000 -4.9256e-001 +3.6452e+000 +3.5072e+000 +1.6195e-001 +2.0633e+000 -6.7237e-001 +6.4819e-001 -1.3513e+000 +1.0940e+000 +2.2320e+000 +9.9125e-001 -1.3276e+000 +3.8931e+000 +1.8687e+000 -1.0153e+000
37109 +1.517239605e-003 +1.517239605e-003 -1.795384828e+002 -1.795384828e+002 +8.3961e-001 +5.5634e-001 -3.4403e+000 +2.3349e+000 +3.8475e+000 -5.0195e-001 +3.6326e+000 +3.5130e+000 +1.7488e-001 +2.0619e+000 -6.5506e-001 +6.6253e-001 -1.3519e+000 +1.0814e+000 +2.2238e+000 +9.9684e-001 -1.3446e+000 +3.8782e+000 +1.8481e+000 -9.9890e-001
49419 +9.909670061e-004 +9.909670061e-004 -1.795390090e+002 -1.795390090e+002 +8.3329e-001 +5.5191e-001 -3.4403e+000 +2.3363e+000 +3.8451e+000 -5.0176e-001 +3.6274e+000 +3.5142e+000 +1.9150e-001 +2.0616e+000 -6.5524e-001 +6.6389e-001 -1.3565e+000 +1.0767e+000 +2.2182e+000 +1.0010e+000 -1.3482e+000 +3.8764e+000 +1.8547e+000 -9.9426e-001
73685 +6.305183205e-004 +6.305183205e-004 -1.795393695e+002 -1.795393695e+002 +8.2768e-001 +5.4847e-001 -3.4399e+000 +2.3465e+000 +3.8448e+000 -5.0171e-001 +3.6277e+000 +3.5150e+000 +1.9841e-001 +2.0562e+000 -6.5292e-001 +6.6568e-001 -1.3636e+000 +1.0655e+000 +2.2248e+000 +1.0056e+000 -1.3478e+000 +3.8767e+000 +1.8614e+000 -9.8660e-001
119985 +3.945934494e-004 +3.945934494e-004 -1.795396054e+002 -1.795396054e+002 +8.1964e-001 +5.3894e-001 -3.4430e+000 +2.3528e+000 +3.8448e+000 -5.0188e-001 +3.6244e+000 +3.5154e+000 +2.0218e-001 +2.0568e+000 -6.4712e-001 +6.6736e-001 -1.3666e+000 +1.0642e+000 +2.2267e+000 +1.0105e+000 -1.3507e+000 +3.8762e+000 +1.8621e+000 -9.7683e-001
202121 +2.484132413e-004 +2.484132413e-004 -1.795397516e+002 -1.795397516e+002 +8.1222e-001 +5.3243e-001 -3.4451e+000 +2.3583e+000 +3.8445e+000 -5.0164e-001 +3.6218e+000 +3.5186e+000 +2.0624e-001 +2.0562e+000 -6.4589e-001 +6.7120e-001 -1.3711e+000 +1.0579e+000 +2.2271e+000 +1.0105e+000 -1.3557e+000 +3.8752e+000 +1.8647e+000 -9.7278e-001
