% function evaluation | noise-free fitness - Fopt (1.491500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
14920 +1.476870469e+04 +1.476870469e+04 +1.376870469e+04 +1.376870469e+04 -3.8655e+00 +2.2382e+00 -5.8022e-01 -4.4019e+00 -3.7031e+00 -2.2873e+00 -3.5956e+00 -2.3168e+00 +1.2272e-01 +4.0912e+00 -4.1169e+00 -1.2757e+00 -4.7746e-01 -2.6490e+00 +1.2076e+00 -1.1903e+00 +3.9118e-01 -2.9249e+00 -5.6850e-01 +2.5754e+00
25609 +6.009576073e+03 +6.009576073e+03 +5.009576073e+03 +5.009576073e+03 -3.3720e+00 -3.3737e-01 +9.7460e-01 -3.8653e+00 -2.8430e+00 -3.4906e+00 -1.1947e+00 -8.7297e-01 -8.9151e-01 +1.8377e+00 -2.2196e+00 -3.0745e+00 -3.3510e-01 -2.6489e+00 +1.1294e+00 -1.1902e+00 +1.0592e+00 -3.4750e+00 -2.2965e+00 -2.2298e+00
35632 +3.949424055e+03 +3.949424055e+03 +2.949424055e+03 +2.949424055e+03 -3.8655e+00 -8.8828e-01 +1.7062e+00 -2.7482e+00 -3.6924e+00 -5.3637e-01 -4.5254e+00 -1.8437e+00 -1.4080e+00 +2.1409e+00 -1.7843e+00 -2.7077e+00 -2.2978e+00 -3.2134e+00 -1.3440e+00 -1.4199e+00 -5.0748e-01 -2.7802e+00 -4.7281e+00 +2.5754e+00
38767 +2.458382933e+03 +2.458382933e+03 +1.458382933e+03 +1.458382933e+03 -3.1722e+00 +8.8382e-01 +1.8187e+00 -1.3423e+00 -1.3137e+00 +8.5742e-01 -2.4783e+00 -1.1744e+00 -5.3384e-01 +2.9574e+00 -3.0252e+00 -1.9753e+00 -4.7746e-01 -2.6502e+00 +8.9506e-01 -1.1903e+00 +2.7710e-01 -2.9249e+00 -5.6850e-01 +2.5754e+00
46416 +1.521206001e+03 +1.521206001e+03 +5.212060011e+02 +5.212060011e+02 -3.3720e+00 -3.3737e-01 +9.7460e-01 -2.5370e+00 -2.8430e+00 +1.8247e-01 -3.5957e+00 -1.6918e+00 +1.5438e+00 +2.1516e+00 -9.2623e-01 -2.3487e+00 -4.2709e-01 -3.4541e+00 -2.3961e-01 -1.2178e+00 -1.4735e+00 -2.8038e+00 -2.1004e+00 -9.6167e-01
56851 +9.572668762e+02 +9.572668762e+02 -4.273312379e+01 -4.273312379e+01 -3.1722e+00 -1.9871e-01 +6.0066e-01 -2.6498e+00 -2.2331e+00 -3.2914e-01 -3.6453e+00 -2.5014e+00 -3.6070e-01 +2.3473e+00 -1.5620e+00 -1.2757e+00 -4.7746e-01 -3.4541e+00 +1.1197e+00 -1.1903e+00 -1.6234e+00 -2.8038e+00 -1.9733e+00 -2.4643e+00
63700 +4.894987951e+02 +4.894987951e+02 -5.105012049e+02 -5.105012049e+02 -3.3720e+00 -4.9362e-01 +9.7460e-01 -2.5370e+00 -3.0788e+00 -7.6703e-01 -1.9998e+00 -2.3217e+00 -3.6069e-01 +2.3473e+00 -1.9750e+00 -2.6491e+00 -1.2946e+00 -3.4541e+00 -3.1443e-01 -8.4769e-01 +3.0906e-01 -2.8038e+00 -2.1004e+00 -1.7663e+00
73366 +3.946993086e+02 +3.946993086e+02 -6.053006914e+02 -6.053006914e+02 -3.1722e+00 +8.8382e-01 +9.7460e-01 -2.5382e+00 -2.8430e+00 +1.8247e-01 -2.4783e+00 -2.3168e+00 +1.2272e-01 +2.3863e+00 -2.2196e+00 -2.7077e+00 -1.0282e+00 -2.6493e+00 +1.1035e+00 -8.4769e-01 +3.1148e-01 -2.9249e+00 -2.4106e+00 -2.2471e+00
73495 +2.504581191e+02 +2.504581191e+02 -7.495418809e+02 -7.495418809e+02 -4.1301e+00 -4.1829e-02 +9.7460e-01 -2.5382e+00 -3.0788e+00 -7.6703e-01 -3.5957e+00 -2.2386e+00 +1.2272e-01 +1.8377e+00 -9.0557e-01 -9.4805e-01 -3.3541e-01 -2.6502e+00 +1.2076e+00 -5.7492e-01 +1.0037e+00 -2.1419e+00 -2.0867e-01 +4.6615e+00
92181 +1.580742774e+02 +1.580742774e+02 -8.419257226e+02 -8.419257226e+02 -4.3629e+00 +6.4821e-01 +3.4960e-01 -2.5388e+00 -2.8430e+00 -7.6704e-01 -3.2097e+00 -2.3168e+00 +1.2287e-01 +1.8402e+00 -2.2196e+00 -1.2757e+00 -4.7746e-01 -2.9627e+00 +8.9506e-01 -1.1903e+00 +3.9118e-01 -2.8038e+00 -2.2965e+00 -2.2298e+00
115276 +9.966942322e+01 +9.966942322e+01 -9.003305768e+02 -9.003305768e+02 -3.3720e+00 +5.5062e-01 +9.7460e-01 -2.5370e+00 -3.0788e+00 -7.7680e-01 -2.9706e+00 -2.3168e+00 +1.2271e-01 +1.8377e+00 -1.6232e+00 -1.7753e+00 -1.2677e+00 -3.4035e+00 +4.4623e-01 -1.1903e+00 +3.9118e-01 -2.9249e+00 -2.4106e+00 -2.3522e+00
176013 +6.224909328e+01 +6.224909328e+01 -9.377509067e+02 -9.377509067e+02 -3.1722e+00 +5.5062e-01 +6.5966e-01 -2.5321e+00 -3.0788e+00 -7.2797e-01 -2.8787e+00 -2.3168e+00 +1.2302e-01 +1.8499e+00 -1.7846e+00 -2.0878e+00 -1.5021e+00 -3.6823e+00 +6.5210e-02 -1.4199e+00 +1.2085e-01 -3.0616e+00 -2.4106e+00 -2.4142e+00
% function evaluation | noise-free fitness - Fopt (9.862000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.189442882e+05 +5.189442882e+05 +5.190429082e+05 +5.190429082e+05 -7.8407e-01 +2.0437e+00 -1.4157e+00 -2.5244e+00 -3.3911e+00 +9.5860e-01 -2.7801e+00 +3.0597e+00 +2.5949e-01 +2.1014e+00 +1.3295e+00 -3.4909e+00 +2.7070e+00 +1.7103e+00 -1.1600e+00 +3.1241e+00 +2.7994e+00 +2.4857e+00 +4.2191e+00 -4.8860e+00
38 +3.719907985e+05 +3.719907985e+05 +3.720894185e+05 +3.720894185e+05 +2.5020e+00 -4.8950e+00 +3.5283e+00 +1.4729e+00 +2.3015e+00 +2.6140e+00 -4.1011e-01 -1.2602e+00 +1.7581e+00 +2.9259e+00 -3.9834e-01 +5.4727e-01 +3.9663e+00 -9.0209e-01 +1.1955e+00 +1.1269e+00 -4.2283e+00 +1.1397e+00 -2.9902e+00 +8.0780e-01
52 +2.262608417e+05 +2.262608417e+05 +2.263594617e+05 +2.263594617e+05 -3.8008e+00 -3.2864e+00 +4.1166e-01 +1.6197e+00 +4.5274e+00 +8.6776e-01 -3.3108e+00 -1.8961e+00 -3.7578e+00 -9.7975e-02 -8.5683e-01 +2.6712e+00 -1.8227e+00 -3.0290e+00 -2.3774e-01 +4.9970e-01 -2.6630e+00 -1.1742e+00 -8.2615e-01 +6.7607e-01
164 +1.457293551e+05 +1.457293551e+05 +1.458279751e+05 +1.458279751e+05 -1.4948e+00 -2.7925e+00 +2.9706e+00 +2.1448e-01 +1.4570e+00 -2.5678e+00 -6.2066e-01 -1.8969e+00 -1.0060e+00 +4.1126e+00 +3.3634e+00 +1.5394e+00 +4.6250e+00 -9.4238e-01 -1.9407e+00 -2.5125e+00 +1.1419e+00 -2.0099e+00 +3.3688e+00 -3.7267e+00
318 +9.982922385e+04 +9.982922385e+04 +9.992784385e+04 +9.992784385e+04 -2.8394e+00 -7.6922e-01 -9.5970e-01 -4.7411e+00 +1.1586e+00 -1.3477e+00 -3.6936e+00 -3.2374e+00 -3.7677e+00 +2.6139e-01 -3.1274e+00 +1.9995e+00 +2.6546e-02 -1.7338e+00 +5.0621e-01 -9.1789e-01 -2.0853e+00 +4.5793e-01 +1.9737e+00 -7.6613e-01
5758 +4.897820899e+04 +4.897820899e+04 +4.907682899e+04 +4.907682899e+04 -3.6597e+00 +1.2341e+00 +4.6468e+00 -4.5258e+00 -2.3307e+00 +4.0478e+00 -2.0151e+00 -3.9584e+00 -1.4236e+00 +5.4380e-01 -9.4878e-01 -6.8702e-01 +1.1681e+00 -1.7495e+00 -1.6243e+00 -2.9118e+00 +2.5825e+00 -2.0012e+00 +2.0241e+00 +4.3886e+00
7219 +3.914089119e+04 +3.914089119e+04 +3.923951119e+04 +3.923951119e+04 +3.4371e-01 -4.1838e+00 +4.3048e+00 -3.8939e+00 +1.6506e+00 +1.9933e+00 -2.4188e+00 -2.6603e+00 -3.2858e+00 -2.7905e+00 -2.8543e+00 -4.5830e-01 +2.3470e+00 -4.0566e+00 -4.6857e+00 -3.1853e+00 +2.7039e+00 -9.8896e-01 -2.6673e-01 -2.4581e+00
8654 +2.388256772e+04 +2.388256772e+04 +2.398118772e+04 +2.398118772e+04 +1.2818e-01 -1.7522e-01 +3.9404e+00 +3.0645e-02 +7.0258e-01 +3.3393e+00 -4.3603e+00 -2.7689e+00 -2.3606e+00 -1.9741e+00 -7.7253e-01 -1.4563e+00 -1.6734e+00 -4.0558e+00 -4.9538e+00 -1.5271e+00 +4.1822e-01 +3.0566e-01 +9.6065e-01 +9.0534e-01
20644 +1.456233711e+04 +1.456233711e+04 +1.466095711e+04 +1.466095711e+04 -1.8605e+00 -9.8489e-01 +1.4670e+00 -4.5258e+00 -2.3307e+00 +2.9516e+00 -2.7736e+00 -3.9584e+00 -1.4236e+00 +5.4380e-01 -9.4878e-01 -6.8702e-01 +1.1681e+00 -1.7495e+00 -1.6243e+00 -2.9118e+00 +2.5825e+00 +2.6195e+00 +3.0791e+00 -8.5731e-01
23544 +5.473790622e+03 +5.473790622e+03 +5.572410622e+03 +5.572410622e+03 -1.1390e-01 -1.1802e+00 +9.6931e-01 -2.6884e+00 -9.5788e-01 -4.0085e-03 -8.7547e-01 -2.2286e+00 -2.4454e+00 +2.5895e-01 +1.8717e+00 -1.6270e+00 +1.6698e+00 -2.1234e+00 -4.1471e+00 -2.2761e+00 +5.5855e-01 +1.7171e+00 +2.6193e+00 -3.2020e+00
31266 +3.745851360e+03 +3.745851360e+03 +3.844471360e+03 +3.844471360e+03 -1.1390e-01 -1.1802e+00 +9.6931e-01 -2.6884e+00 -9.5788e-01 -4.0085e-03 -8.7547e-01 -2.2286e+00 -2.4454e+00 +2.5895e-01 +1.8717e+00 -1.6270e+00 +1.6698e+00 -2.1234e+00 -4.1459e+00 -2.2761e+00 +5.5855e-01 +1.7171e+00 +2.6193e+00 +4.0353e+00
42534 +2.283493413e+03 +2.283493413e+03 +2.382113413e+03 +2.382113413e+03 -1.4614e+00 -3.3188e+00 +2.3157e+00 -2.6884e+00 -3.3776e-01 -4.0085e-03 -2.7736e+00 -3.9584e+00 -2.3678e+00 -4.4251e-01 +1.9651e+00 -1.8420e+00 +1.8657e+00 -3.9534e+00 -4.6860e+00 -2.6379e+00 +9.7562e-01 +6.1816e-01 +1.0374e+00 +5.9520e-01
42845 +1.569772479e+03 +1.569772479e+03 +1.668392479e+03 +1.668392479e+03 -1.8605e+00 -1.1411e+00 +1.4670e+00 -2.4474e+00 +1.0054e+00 -4.0276e-03 -8.7547e-01 -2.2286e+00 -2.4454e+00 +2.5895e-01 +1.5592e+00 -1.6270e+00 +2.1788e-01 -4.0711e+00 -4.0163e+00 -1.8396e+00 +1.3827e+00 +2.9731e-01 +2.4517e+00 +4.3338e-01
56687 +9.571816522e+02 +9.571816522e+02 +1.055801652e+03 +1.055801652e+03 -1.5350e+00 -1.7729e+00 +2.3145e+00 -2.6787e+00 -4.3166e-01 +1.3857e+00 -2.3386e+00 -3.7823e+00 -3.8066e+00 -1.9741e+00 +8.3457e-01 -3.4393e+00 -4.2336e-01 -4.3683e+00 -4.2948e+00 -2.9702e+00 +4.1822e-01 +1.2040e-01 +2.2362e+00 +1.9191e+00
61217 +6.194564201e+02 +6.194564201e+02 +7.180764201e+02 +7.180764201e+02 -2.6675e+00 -1.1757e+00 +2.1651e+00 -3.6926e+00 +5.5750e-01 +1.3833e+00 -2.0262e+00 -4.1192e+00 -2.9469e+00 -1.5422e+00 +3.9337e-01 -1.8420e+00 -2.8754e-01 -3.7935e+00 -4.1471e+00 -2.9118e+00 +1.3016e+00 +9.6650e-01 +1.4352e+00 -1.1878e+00
70776 +3.399225405e+02 +3.399225405e+02 +4.385425405e+02 +4.385425405e+02 -2.6675e+00 -1.1760e+00 +2.1651e+00 -2.6884e+00 +5.5750e-01 +1.3833e+00 -2.0262e+00 -4.1192e+00 -2.9469e+00 -1.3859e+00 +3.9337e-01 -2.0947e+00 +1.1840e+00 -3.3581e+00 -3.1944e+00 -2.4740e+00 +1.0432e+00 +5.9863e-01 +9.6064e-01 -4.3229e-01
84195 +2.245735076e+02 +2.245735076e+02 +3.231935076e+02 +3.231935076e+02 -1.5350e+00 -1.7729e+00 +2.3145e+00 -2.6787e+00 -4.3166e-01 +1.3863e+00 -2.3387e+00 -3.7823e+00 -3.8066e+00 -1.2668e+00 +4.8010e-01 -2.9951e+00 +2.1788e-01 -4.0712e+00 -3.9674e+00 -2.9118e+00 +5.5855e-01 +8.1025e-01 +1.4352e+00 -4.5182e-01
92973 +1.205115387e+02 +1.205115387e+02 +2.191315387e+02 +2.191315387e+02 -2.6675e+00 -1.1760e+00 +2.1652e+00 -2.4474e+00 +5.5754e-01 +1.3857e+00 -2.3387e+00 -3.7823e+00 -3.8066e+00 -1.2668e+00 +4.8010e-01 -2.9951e+00 +2.1788e-01 -4.0712e+00 -3.9674e+00 -2.9118e+00 +5.5858e-01 +9.6650e-01 +1.4352e+00 -4.3229e-01
106288 +9.373981442e+01 +9.373981442e+01 +1.923598144e+02 +1.923598144e+02 -2.6675e+00 -1.1760e+00 +2.1652e+00 -2.4474e+00 +5.7703e-01 +1.3857e+00 -2.0262e+00 -3.8067e+00 -3.5719e+00 -1.2668e+00 +4.3239e-01 -2.0244e+00 +4.3616e-01 -3.6477e+00 -3.0978e+00 -3.0681e+00 +4.8042e-01 +6.1786e-01 +9.6064e-01 -3.9323e-01
120566 +5.915296409e+01 +5.915296409e+01 +1.577729641e+02 +1.577729641e+02 -8.7929e-01 -1.1802e+00 +2.1651e+00 -2.4472e+00 +5.5750e-01 +1.3833e+00 -2.0151e+00 -3.9584e+00 -3.7677e+00 -1.2668e+00 +4.8010e-01 -2.4670e+00 +2.1754e-01 -4.0712e+00 -3.2725e+00 -3.1853e+00 +5.5870e-01 +6.4628e-01 +1.4346e+00 -4.3229e-01
131532 +3.792375926e+01 +3.792375926e+01 +1.365437593e+02 +1.365437593e+02 -2.7456e+00 -1.1734e+00 +2.3145e+00 -2.4486e+00 +5.5750e-01 +1.3863e+00 -2.0262e+00 -3.7823e+00 -3.8065e+00 -1.2864e+00 +4.8008e-01 -2.4670e+00 +2.0731e-01 -3.8130e+00 -3.6132e+00 -3.0681e+00 +5.7007e-01 +6.1817e-01 +1.2789e+00 -4.5182e-01
156437 +2.412003115e+01 +2.412003115e+01 +1.227400311e+02 +1.227400311e+02 -7.6706e-01 -1.1759e+00 +2.3145e+00 -2.4486e+00 +5.5750e-01 +1.3863e+00 -2.0262e+00 -3.7799e+00 -3.8066e+00 -1.0876e+00 +7.4491e-01 -2.4865e+00 +2.0731e-01 -3.9586e+00 -3.6071e+00 -3.0687e+00 +5.7007e-01 +6.1816e-01 +1.2789e+00 -4.3229e-01
212536 +1.579187634e+01 +1.579187634e+01 +1.144118763e+02 +1.144118763e+02 -8.4514e-01 -1.2104e+00 +2.3194e+00 -2.4474e+00 +5.5743e-01 +1.1555e+00 -2.2605e+00 -3.7628e+00 -3.7677e+00 -1.0864e+00 +6.6678e-01 -2.4865e+00 +2.0640e-01 -3.9586e+00 -3.5069e+00 -3.1853e+00 +5.9776e-01 +6.4689e-01 +1.2082e+00 -3.5173e-01
% function evaluation | noise-free fitness - Fopt (-4.715000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
