% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
6520 +3.876337887e+001 +3.876337887e+001 +7.466337887e+001 +7.466337887e+001 +2.2860e+000 +2.6345e+000 +4.2865e+000 +3.9834e+000 -3.2543e+000 -4.2344e+000 -2.5294e+000 -3.3250e+000 -2.5363e+000 -3.1940e+000 -2.5320e+000 -1.2216e+000 -7.7885e-001 -2.0561e+000 +2.0249e+000 -3.6219e+000 +9.1603e-001 +5.0000e+000 -3.7736e-001 -3.1258e+000
8333 +2.451916011e+001 +2.451916011e+001 +6.041916011e+001 +6.041916011e+001 +2.8345e+000 +1.6481e+000 +4.0509e+000 +3.9426e+000 -1.9174e+000 -3.8487e+000 -2.5608e+000 -3.2059e+000 -1.7831e+000 -3.9302e+000 -2.1587e+000 -3.0278e-001 -1.0284e+000 -1.6156e+000 +1.8539e+000 -3.9622e+000 +5.6772e-001 +5.0000e+000 -9.1854e-001 -3.5927e+000
15856 +1.583030944e+001 +1.583030944e+001 +5.173030944e+001 +5.173030944e+001 +2.6246e+000 +1.4709e+000 +3.1915e+000 +3.8595e+000 -1.4954e+000 -3.1548e+000 -2.3183e+000 -2.9483e+000 -2.5729e+000 -3.5224e+000 -1.6974e+000 +3.3747e-001 -1.0703e+000 -1.0873e+000 +1.7823e+000 -4.0302e+000 +6.6811e-001 +5.0000e+000 -7.5585e-001 -3.2964e+000
% function evaluation | noise-free fitness - Fopt (3.137000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.899094416e+005 +6.899094416e+005 +6.899408116e+005 +6.899408116e+005 +1.3626e+000 +2.2205e+000 -5.6184e-001 +1.1493e+000 -4.3162e+000 -2.2498e+000 +3.2405e+000 -7.2545e-001 +6.0058e-001 -9.6959e-001 -3.4419e+000 -3.2853e+000 -3.3010e+000 -4.7432e+000 +1.4889e-001 +3.1555e+000 +3.8593e+000 +4.4058e+000 -4.9427e+000 +1.4139e-001
8 +5.935937103e+005 +5.935937103e+005 +5.936250803e+005 +5.936250803e+005 +1.6691e+000 -1.9307e+000 -1.2881e+000 +1.2869e+000 -3.1385e+000 +2.2434e+000 +4.7244e+000 +1.7636e+000 -3.4505e+000 -2.1974e+000 -1.7623e+000 +1.6635e+000 +4.7587e+000 +1.9280e+000 +4.2810e+000 -2.3848e+000 -3.8774e+000 +2.9234e+000 -2.3578e+000 +1.8852e+000
26 +3.617309892e+005 +3.617309892e+005 +3.617623592e+005 +3.617623592e+005 -2.5791e-001 -4.7152e-001 -4.2598e+000 -1.7106e-001 +2.8402e+000 -4.5234e+000 -4.9100e+000 +3.4234e+000 +2.7703e+000 -4.7177e+000 +1.1978e+000 -2.3140e+000 +6.5128e-001 -2.8810e+000 +1.6613e-001 -3.2884e+000 +9.0850e-001 -3.1745e-001 +1.4506e+000 -1.8349e+000
44 +2.419832750e+005 +2.419832750e+005 +2.420146450e+005 +2.420146450e+005 +2.9240e+000 +1.4332e+000 -4.1632e+000 +2.4572e-001 -4.8532e+000 +1.5262e+000 +1.3420e+000 -4.1424e-001 -1.2600e+000 +1.0847e-001 -2.9504e+000 -1.8674e-001 +4.7528e-001 +1.9052e+000 -3.7862e-001 -3.7039e-001 -3.8130e+000 -4.8649e+000 -3.3119e+000 +5.0000e+000
101 +1.501295530e+005 +1.501295530e+005 +1.501609230e+005 +1.501609230e+005 +2.6618e+000 +4.9141e-001 -5.0000e+000 +2.3116e+000 -1.8991e+000 -1.0514e+000 +3.2244e+000 +8.7274e-001 +2.0444e+000 +1.9713e-002 -2.2958e+000 +6.5911e-001 +9.9612e-001 +3.2407e+000 +9.7037e-001 -1.3071e+000 -3.4716e+000 -5.0000e+000 -2.3017e-002 +5.0000e+000
116 +5.025075643e+004 +5.025075643e+004 +5.028212643e+004 +5.028212643e+004 +4.2089e+000 +6.4697e-001 -3.8924e+000 +1.4632e+000 -1.8285e+000 +1.9754e-001 -3.3269e-001 +3.6292e+000 -1.4331e+000 +4.8376e-002 -1.8885e+000 +2.7407e+000 +3.8419e+000 +2.0275e+000 +3.0404e-001 +3.6555e-001 -2.0620e+000 -4.5716e+000 -1.1728e+000 +3.2667e+000
214 +3.815699491e+004 +3.815699491e+004 +3.818836491e+004 +3.818836491e+004 +4.9009e+000 +1.6099e-001 -3.1997e+000 +2.2443e+000 -2.3889e+000 +3.8669e-001 -2.4343e+000 +2.8057e+000 -1.1354e+000 +1.3614e-001 -7.8240e-001 +2.2204e+000 +1.9235e+000 -4.7655e-001 +2.2976e-001 +3.8945e-002 -4.2630e-001 -3.5606e+000 +1.5452e-001 +3.6917e+000
298 +1.263647602e+004 +1.263647602e+004 +1.266784602e+004 +1.266784602e+004 +4.9525e+000 -2.2328e+000 -2.6536e+000 +3.2600e+000 -1.5923e+000 -5.9337e-001 -4.2112e+000 +2.0060e+000 -1.2200e+000 -5.0788e-001 +1.3082e-001 -1.9607e-001 +1.3345e+000 -1.3469e+000 +7.2827e-001 +7.1093e-001 +3.0073e+000 -3.0962e+000 -2.3648e-001 +5.0000e+000
411 +8.906672530e+003 +8.906672530e+003 +8.938042530e+003 +8.938042530e+003 +5.0000e+000 -2.7428e+000 -1.9301e+000 +3.1010e+000 -2.9308e+000 -1.0432e+000 -3.8725e+000 +5.0000e+000 -5.7428e-001 -3.2139e+000 -2.1399e+000 -7.9889e-001 +2.9539e+000 -1.4925e+000 +2.1136e+000 -4.8883e+000 +5.8388e-001 -3.1946e+000 +1.5000e-002 +3.9979e+000
445 +3.525334722e+003 +3.525334722e+003 +3.556704722e+003 +3.556704722e+003 +5.0000e+000 -3.0207e+000 -3.2190e+000 +3.3073e+000 -8.8273e-001 -9.1511e-001 -3.3818e+000 +5.0000e+000 +2.9365e-002 -3.5309e+000 -2.3431e+000 -1.0564e+000 +3.4232e+000 -1.3876e+000 +1.8166e+000 -5.0000e+000 +3.2516e-001 -3.2608e+000 -7.2862e-001 +4.0852e+000
476 +1.969803095e+003 +1.969803095e+003 +2.001173095e+003 +2.001173095e+003 +5.0000e+000 -1.6326e+000 -2.9278e+000 +3.0505e+000 -3.3734e+000 -5.4919e-001 -3.5057e+000 +5.0000e+000 -8.9618e-001 -3.7943e+000 -2.7710e+000 -1.2815e+000 +2.4797e+000 +1.1287e+000 +4.5179e+000 -7.5893e-001 -1.9830e-001 -3.1349e+000 -1.8173e+000 +1.3961e+000
499 +1.106932643e+003 +1.106932643e+003 +1.138302643e+003 +1.138302643e+003 +5.0000e+000 -1.6917e+000 -5.0000e+000 +2.0158e+000 -5.0000e+000 -2.0715e-001 -2.4640e+000 +5.0000e+000 -7.6601e-001 -3.1164e+000 -2.8049e+000 +4.0537e+000 +2.1599e+000 +2.3127e-002 +3.4149e+000 -2.6220e+000 -5.5767e-001 -2.8971e+000 -1.4436e+000 -3.8935e-001
549 +4.257260637e+002 +4.257260637e+002 +4.570960637e+002 +4.570960637e+002 +5.0000e+000 -2.1358e+000 -5.0000e+000 +3.2439e+000 -3.3314e+000 -4.4810e-001 -3.0491e+000 +4.3176e+000 -5.0686e-001 -2.3717e+000 -8.0606e-001 +2.7595e+000 +3.1165e+000 -6.7428e-001 +2.4428e+000 -2.6512e+000 +6.3140e-001 -2.3421e+000 -1.2796e+000 -1.2046e+000
579 +3.038361205e+002 +3.038361205e+002 +3.352061205e+002 +3.352061205e+002 +5.0000e+000 -1.8865e+000 -5.0000e+000 +3.1229e+000 -4.1323e+000 -1.1107e-001 -2.0927e+000 +4.1877e+000 +2.6850e-001 -3.4023e+000 -2.2427e+000 +4.3929e+000 +2.0301e+000 -2.5478e-001 +3.4729e+000 -2.7250e+000 -3.8323e-001 -2.5412e+000 -1.8526e+000 +5.2927e-001
584 +2.158581461e+002 +2.158581461e+002 +2.472281461e+002 +2.472281461e+002 +5.0000e+000 -2.1199e+000 -5.0000e+000 +2.9962e+000 -2.9507e+000 +1.2773e-001 -2.3778e+000 +4.7026e+000 +2.5913e-001 -1.1303e+000 -1.2000e+000 +4.6853e+000 +3.4089e+000 -1.0145e+000 +2.0664e+000 -1.1822e+000 +4.3094e-001 -4.0485e+000 -1.2933e+000 +1.5904e-001
1145 +1.467472773e+002 +1.467472773e+002 +1.781172773e+002 +1.781172773e+002 +5.0000e+000 -8.5900e-001 -5.0000e+000 +2.3181e+000 -2.9415e+000 -1.5044e-001 -2.9287e+000 +3.7344e+000 -1.4263e-001 -1.3242e+000 -1.3841e-001 +1.6772e+000 +1.6226e+000 -7.3863e-001 +2.3550e+000 -7.2908e-001 +2.6151e+000 -5.0000e+000 -1.6114e+000 +4.3106e-001
3108 +9.974452651e+001 +9.974452651e+001 +1.311145265e+002 +1.311145265e+002 +5.0000e+000 -8.2169e-002 -4.8560e+000 +2.9206e+000 -2.7911e+000 -3.6843e-001 -2.9954e+000 +3.3391e+000 -1.5561e+000 -2.2779e+000 -5.6158e-001 +6.5484e-001 +4.9999e-001 +1.1395e+000 +1.2384e+000 +2.5789e+000 +3.7373e-001 -4.5203e+000 +2.2455e-001 +3.9284e-001
6622 +6.222658555e+001 +6.222658555e+001 +9.359658555e+001 +9.359658555e+001 +5.0000e+000 +1.0586e-001 -4.9684e+000 +2.2262e+000 -2.7454e+000 +1.0262e-001 -3.5143e+000 +2.7260e+000 -4.7569e-001 -1.8107e+000 +4.4610e-001 +8.9355e-001 +7.7688e-002 +2.3006e+000 +8.1752e-001 +2.1643e+000 +9.5187e-001 -2.2318e+000 +1.6805e-001 -2.8258e-001
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.364244237e+006 +1.364244237e+006 +1.363244237e+006 +1.363244237e+006 +1.0739e+000 +2.4418e+000 +4.9829e+000 -2.5087e+000 +4.8580e+000 -3.2509e+000 -4.9591e+000 -2.3248e+000 -1.2615e+000 +2.7428e+000 -3.2879e+000 -1.0838e+000 +4.3991e+000 -3.1856e+000 +4.8019e+000 +3.1482e-001 +3.8653e-001 +4.8632e+000 +1.3244e+000 -1.5393e+000
2 +5.931400224e+005 +5.931400224e+005 +5.921400224e+005 +5.921400224e+005 -2.8480e+000 -3.9197e+000 +3.1296e+000 +1.1510e+000 -2.3340e+000 -4.7189e+000 -3.3981e+000 +1.6373e+000 +1.9323e+000 +1.8323e+000 -1.4051e-001 -1.9892e+000 -7.3051e-001 -4.1685e+000 +4.2759e-002 +2.2212e+000 +2.7864e+000 +1.1929e+000 -4.5457e+000 +2.9668e+000
16 +3.540901575e+005 +3.540901575e+005 +3.530901575e+005 +3.530901575e+005 +4.5968e+000 -1.0007e+000 +3.1756e+000 -2.5797e+000 +2.6938e+000 +1.3900e+000 +2.9528e+000 +4.6395e+000 +3.6143e+000 +4.8092e+000 +9.1972e-001 +2.1474e+000 -1.4935e+000 -4.5411e+000 -2.9081e+000 -1.1782e+000 -3.9907e-003 +2.2772e+000 -3.6043e+000 +3.2647e-001
55 +2.381641587e+005 +2.381641587e+005 +2.371641587e+005 +2.371641587e+005 +3.4470e+000 -1.3395e+000 +1.2669e+000 -3.0448e+000 +4.2573e-001 +2.3038e+000 -3.6797e+000 +1.4355e+000 -2.3142e-001 +3.4274e+000 +3.1300e+000 +3.5664e+000 +2.5289e-001 -3.7270e-001 -1.4294e+000 -4.0904e+000 -5.7722e-001 +4.7832e+000 +4.2881e-001 +4.5508e+000
116 +1.235727466e+005 +1.235727466e+005 +1.225727466e+005 +1.225727466e+005 +7.3410e-001 +1.2605e+000 +7.6750e-001 -1.8184e+000 +5.7658e-001 +1.8601e+000 -1.8933e-001 +3.7634e+000 -3.5432e-001 +2.2237e+000 -3.2320e+000 +1.7795e+000 -4.9316e-001 -3.0421e+000 -2.0632e+000 -2.6120e+000 +4.3548e-001 +5.0000e+000 -1.9933e+000 +4.6934e+000
137 +8.746758981e+004 +8.746758981e+004 +8.646758981e+004 +8.646758981e+004 +4.7944e-001 +3.9076e-001 +6.3365e-001 -1.8888e+000 +7.4950e-001 +2.9452e+000 -2.5593e-001 +3.8855e-001 -3.9362e-001 +2.5163e+000 +2.1198e+000 +0.0000e+000 +2.6740e-001 -1.0949e+000 -1.4209e+000 -3.8809e+000 +1.5728e+000 +4.0853e+000 -2.4740e+000 +4.0737e+000
237 +3.923880063e+004 +3.923880063e+004 +3.823880063e+004 +3.823880063e+004 +5.0000e+000 -1.2405e+000 -9.6390e-001 -1.6412e+000 +2.0159e+000 -3.5951e+000 -2.3867e+000 +3.8698e+000 +4.4649e+000 +4.4973e+000 -4.2127e+000 -5.0000e+000 +0.0000e+000 +6.0079e-001 -4.1278e+000 -1.9787e+000 -1.7244e+000 +0.0000e+000 -5.0000e+000 +3.7499e+000
294 +1.863959870e+004 +1.863959870e+004 +1.763959870e+004 +1.763959870e+004 +5.0000e+000 +4.8925e-001 -1.4746e+000 +6.9822e-001 +3.4188e+000 +6.0722e-001 -1.2820e+000 +3.4211e+000 +4.3977e+000 +5.0000e+000 -1.5046e+000 -5.0000e+000 -4.5904e-001 +1.0272e+000 +0.0000e+000 -3.4160e+000 -3.1681e+000 +1.0768e+000 -5.0000e+000 +3.1532e+000
321 +4.521108975e+003 +4.521108975e+003 +3.521108975e+003 +3.521108975e+003 +5.0000e+000 -2.0516e+000 -3.7726e+000 +2.0200e+000 -1.1456e-001 +0.0000e+000 -1.8091e+000 +4.0681e+000 +2.9731e+000 +4.8290e+000 -8.9895e-001 -5.0000e+000 -1.3194e-001 +2.1054e+000 -3.6030e+000 -4.2771e+000 -4.3655e+000 +2.3317e+000 -5.0000e+000 +9.8623e-001
364 +6.567437769e+002 +6.567437769e+002 -3.432562231e+002 -3.432562231e+002 +5.0000e+000 -2.8539e+000 -3.5149e+000 +1.0626e+000 +1.7919e-001 -2.2524e+000 -7.7466e-001 +4.4853e+000 +2.4625e+000 +5.0000e+000 +1.2503e+000 -5.0000e+000 -3.1110e+000 -1.1783e+000 -3.8989e+000 -3.7741e+000 -3.4189e+000 +5.0000e+000 -5.0000e+000 +3.1267e+000
473 +2.960632292e+002 +2.960632292e+002 -7.039367708e+002 -7.039367708e+002 +4.4525e+000 -6.8435e-001 -2.2563e+000 +1.9953e+000 +1.2449e+000 -2.6933e+000 -1.0677e+000 +2.5132e+000 +2.2930e+000 +4.4497e+000 +1.1659e+000 -4.7258e+000 -3.6375e+000 +1.2081e+000 -3.8868e+000 -3.9163e+000 -3.9283e+000 +3.8147e+000 -5.0000e+000 +3.9269e+000
703 +2.366204381e+002 +2.366204381e+002 -7.633795619e+002 -7.633795619e+002 +4.0398e+000 +6.8891e-002 -1.8324e+000 +1.4882e+000 +2.0565e+000 -2.8723e+000 -4.5759e-001 +1.0971e+000 +5.8747e-001 +4.7895e+000 +5.9635e-001 -4.0042e+000 -4.2265e+000 -3.9578e-001 -3.2980e+000 -3.1137e+000 -3.7139e+000 +2.4097e+000 -4.9203e+000 +4.3979e+000
1169 +1.511001808e+002 +1.511001808e+002 -8.488998192e+002 -8.488998192e+002 +3.9337e+000 -2.3541e+000 -1.0926e+000 +1.7291e+000 +2.7004e+000 -2.8958e+000 -5.0064e-001 -3.7484e+000 -1.1476e+000 +4.5517e+000 +2.0565e+000 -3.1986e+000 -4.0579e+000 +6.4094e-001 -3.2720e+000 -2.3263e+000 -4.7218e+000 +4.1940e+000 -4.9941e+000 +3.4982e+000
2515 +9.536738438e+001 +9.536738438e+001 -9.046326156e+002 -9.046326156e+002 +2.8807e+000 -1.7498e+000 +5.2532e-002 +2.3188e+000 +1.7242e+000 -2.6286e+000 -1.0975e+000 -5.8077e-001 -1.0915e+000 +3.9704e+000 +2.1362e+000 -3.6734e-001 -5.0000e+000 -3.3584e-001 -1.6979e+000 -4.3017e+000 -4.4494e+000 +3.6031e+000 -4.5879e+000 +3.6727e+000
4466 +6.287449055e+001 +6.287449055e+001 -9.371255095e+002 -9.371255095e+002 +2.3678e+000 -2.6096e+000 +3.0906e-001 +2.8083e+000 +1.5075e+000 -1.4452e+000 -1.1220e+000 -1.1394e+000 -1.0795e+000 +2.5299e+000 +2.1787e+000 -5.1252e-002 -4.6435e+000 +1.5377e-001 -1.4957e+000 -3.3389e+000 -3.9214e+000 +4.5879e+000 -4.6242e+000 +3.6853e+000
6402 +3.830831115e+001 +3.830831115e+001 -9.616916889e+002 -9.616916889e+002 +2.1211e+000 -3.2572e+000 +1.2221e+000 +2.7905e+000 +8.9401e-001 -1.2487e+000 -1.3858e+000 -2.6328e+000 -1.6830e+000 +1.5173e+000 +1.3551e+000 +7.0431e-001 -3.6198e+000 +9.4475e-001 -2.0903e+000 -3.8096e+000 -3.6507e+000 +4.4906e+000 -4.6730e+000 +4.0087e+000
12053 +2.497124056e+001 +2.497124056e+001 -9.750287594e+002 -9.750287594e+002 +1.3374e+000 -2.8970e+000 +8.5635e-001 +2.8748e+000 +6.0794e-001 -3.5829e-001 -5.6663e-001 -3.4238e+000 -1.5390e+000 +1.2149e+000 +1.8742e+000 +6.9288e-001 -3.8563e+000 +1.4884e+000 -2.1090e+000 -3.8087e+000 -3.4239e+000 +4.8152e+000 -4.4670e+000 +3.5746e+000
14650 +1.414725197e+001 +1.414725197e+001 -9.858527480e+002 -9.858527480e+002 +1.1853e+000 -3.0098e+000 +1.3648e+000 +3.0432e+000 +4.1995e-001 -8.3433e-002 -6.2843e-001 -3.3657e+000 -1.1206e+000 +1.3620e+000 +1.7969e+000 +5.9735e-001 -3.6479e+000 +1.9105e+000 -2.1072e+000 -3.2215e+000 -3.1595e+000 +3.1675e+000 -3.7603e+000 +3.3653e+000
21730 +9.994696612e+000 +9.994696612e+000 -9.900053034e+002 -9.900053034e+002 +7.1607e-001 -3.1070e+000 +1.7508e+000 +3.4126e+000 +2.1615e-002 -1.9320e-002 -6.3701e-001 -3.5464e+000 -1.1684e+000 +1.3658e+000 +1.7265e+000 +7.8945e-001 -3.6152e+000 +2.1418e+000 -2.1046e+000 -3.1220e+000 -3.0164e+000 +3.5158e+000 -3.6706e+000 +3.3464e+000
24573 +6.303878135e+000 +6.303878135e+000 -9.936961219e+002 -9.936961219e+002 +5.6885e-001 -3.0942e+000 +1.9771e+000 +3.5151e+000 -1.5813e-001 -8.0388e-002 -5.9087e-001 -3.5153e+000 -1.1695e+000 +1.4672e+000 +1.6886e+000 +1.2817e+000 -3.1332e+000 +2.2249e+000 -2.1898e+000 -2.9661e+000 -2.8534e+000 +3.5168e+000 -3.5569e+000 +3.4521e+000
26430 +3.913372327e+000 +3.913372327e+000 -9.960866277e+002 -9.960866277e+002 +1.8448e-001 -3.3654e+000 +2.0195e+000 +3.5196e+000 -3.8743e-001 -5.6232e-002 -6.3146e-001 -3.6554e+000 -1.1466e+000 +1.3020e+000 +1.7013e+000 +1.5249e+000 -2.9793e+000 +2.6110e+000 -2.2054e+000 -2.7416e+000 -2.8396e+000 +3.5050e+000 -3.4047e+000 +3.4544e+000
34120 +2.507978806e+000 +2.507978806e+000 -9.974920212e+002 -9.974920212e+002 +1.4740e-001 -3.2595e+000 +2.3022e+000 +3.5205e+000 -5.0486e-001 -2.2837e-004 -7.1606e-001 -3.8023e+000 -1.1328e+000 +1.3231e+000 +1.5344e+000 +1.5915e+000 -2.8789e+000 +2.6445e+000 -2.3030e+000 -2.6127e+000 -2.8836e+000 +3.4061e+000 -3.4110e+000 +3.4836e+000
38505 +1.556098295e+000 +1.556098295e+000 -9.984439017e+002 -9.984439017e+002 +5.8696e-002 -3.2427e+000 +2.3839e+000 +3.5173e+000 -5.9562e-001 -9.5073e-002 -6.3319e-001 -3.7575e+000 -1.1299e+000 +1.3003e+000 +1.4848e+000 +1.7389e+000 -2.7240e+000 +2.7233e+000 -2.3276e+000 -2.4609e+000 -2.7975e+000 +3.3170e+000 -3.2457e+000 +3.5461e+000
43173 +9.540441314e-001 +9.540441314e-001 -9.990459559e+002 -9.990459559e+002 -1.1305e-002 -3.2713e+000 +2.4435e+000 +3.5421e+000 -5.7678e-001 -9.4113e-002 -7.0261e-001 -3.8061e+000 -1.1348e+000 +1.2783e+000 +1.4685e+000 +1.8441e+000 -2.7219e+000 +2.8067e+000 -2.3697e+000 -2.3626e+000 -2.7564e+000 +3.1389e+000 -3.2489e+000 +3.5579e+000
