% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
4779 +1.581852492e+003 +1.581852492e+003 +1.371972492e+003 +1.371972492e+003 -1.2524e+000 +2.0749e+000 +7.2620e-001 -7.8121e-001 -2.6227e-001 -6.3444e-001 +1.2990e+000 +2.0532e-001 -1.2787e+000 +2.7590e+000 +8.9868e-001 +1.2405e+000 +4.0080e+000 -1.4729e+000 -1.5954e+000 -3.7441e+000 -3.0520e+000 +3.0648e+000 -2.3903e+000 +1.9029e+000
5060 +8.813085533e+002 +8.813085533e+002 +6.714285533e+002 +6.714285533e+002 -1.2734e+000 +1.9385e+000 +2.5804e+000 -8.7721e-001 +5.9899e-001 -5.0274e-001 +1.6661e+000 +7.9607e-002 -8.7158e-001 +2.7492e+000 +9.0271e-001 +1.6321e+000 +3.9823e+000 -1.5176e+000 -1.5942e+000 -3.7596e+000 -3.0475e+000 +3.0702e+000 -2.3887e+000 +1.9157e+000
5248 +5.743470343e+002 +5.743470343e+002 +3.644670343e+002 +3.644670343e+002 -1.2721e+000 +3.1009e+000 -7.5099e-003 -3.9161e-001 +1.5111e+000 +3.5733e+000 +1.9325e+000 +1.7613e-001 -8.0254e-001 +2.7461e+000 +1.1455e+000 +1.4777e+000 +4.0973e+000 -1.4946e+000 -1.5345e+000 -3.7435e+000 -3.0554e+000 +3.0648e+000 -2.3733e+000 +1.9174e+000
5510 +3.672829686e+002 +3.672829686e+002 +1.574029686e+002 +1.574029686e+002 -1.2759e+000 +3.7189e+000 +1.7965e+000 -1.3660e-001 +1.3987e+000 +2.2115e+000 +1.5994e+000 +1.3045e-001 -1.0957e+000 +2.7641e+000 +1.1024e+000 +1.5107e+000 +3.9829e+000 -1.3701e+000 -1.5416e+000 -3.7618e+000 -3.0488e+000 +3.0617e+000 -2.3910e+000 +1.9234e+000
6119 +2.203639153e+002 +2.203639153e+002 +1.048391531e+001 +1.048391531e+001 -1.3067e+000 +2.2693e+000 +1.3395e+000 -2.4288e-001 +1.7383e+000 +2.2270e+000 +1.7730e+000 -6.2292e-002 -1.2375e+000 +2.6931e+000 +8.6207e-001 +1.4942e+000 +3.9645e+000 -1.4510e+000 -1.5694e+000 -3.7659e+000 -3.0501e+000 +3.0680e+000 -2.3815e+000 +1.9214e+000
6408 +1.526445788e+002 +1.526445788e+002 -5.723542119e+001 -5.723542119e+001 -1.2817e+000 +5.7105e-001 +2.8433e+000 -2.7558e-001 +1.9499e+000 +2.5896e+000 +1.9777e+000 -5.9327e-002 -1.1626e+000 +2.6860e+000 +7.1002e-001 +1.5785e+000 +4.0075e+000 -1.4180e+000 -1.5387e+000 -3.7591e+000 -3.0588e+000 +3.0648e+000 -2.3834e+000 +1.9184e+000
7483 +8.830114599e+001 +8.830114599e+001 -1.215788540e+002 -1.215788540e+002 -1.3205e+000 +1.4616e+000 +2.7200e+000 +1.3923e+000 +2.1955e+000 +2.7170e+000 +1.6164e+000 -2.6240e-001 -1.1169e+000 +2.6267e+000 +8.7088e-001 +1.6038e+000 +3.9731e+000 -1.4300e+000 -1.5483e+000 -3.7719e+000 -3.0557e+000 +3.0666e+000 -2.3834e+000 +1.9197e+000
7941 +5.900002138e+001 +5.900002138e+001 -1.508799786e+002 -1.508799786e+002 -1.3186e+000 +7.4540e-001 +3.1604e+000 +1.3957e+000 +1.8673e+000 +2.7366e+000 +2.0784e+000 -2.8167e-001 -1.1142e+000 +2.7282e+000 +8.5040e-001 +1.6205e+000 +3.9702e+000 -1.4196e+000 -1.5288e+000 -3.7753e+000 -3.0640e+000 +3.0663e+000 -2.3823e+000 +1.9210e+000
9188 +3.919025137e+001 +3.919025137e+001 -1.706897486e+002 -1.706897486e+002 -1.3087e+000 +1.5656e+000 +3.3927e+000 +2.4264e+000 +2.3551e+000 +3.0169e+000 +2.2340e+000 -1.9566e-001 -1.1048e+000 +2.7278e+000 +8.8558e-001 +1.5507e+000 +3.9658e+000 -1.4272e+000 -1.5259e+000 -3.7671e+000 -3.0638e+000 +3.0656e+000 -2.3812e+000 +1.9203e+000
9858 +2.431978506e+001 +2.431978506e+001 -1.855602149e+002 -1.855602149e+002 -1.3130e+000 +1.6197e+000 +3.4317e+000 +2.3983e+000 +1.6285e+000 +2.8324e+000 +2.3350e+000 -1.4210e-001 -1.0650e+000 +2.7166e+000 +8.9507e-001 +1.5416e+000 +3.9804e+000 -1.4265e+000 -1.5311e+000 -3.7697e+000 -3.0612e+000 +3.0633e+000 -2.3803e+000 +1.9209e+000
10404 +1.537580083e+001 +1.537580083e+001 -1.945041992e+002 -1.945041992e+002 -1.2877e+000 +1.4407e+000 +3.5190e+000 +2.2617e+000 +2.0142e+000 +2.7337e+000 +2.3214e+000 -1.5564e-001 -1.0883e+000 +2.6208e+000 +8.9457e-001 +1.5486e+000 +3.9654e+000 -1.4204e+000 -1.5424e+000 -3.7659e+000 -3.0601e+000 +3.0649e+000 -2.3801e+000 +1.9210e+000
11328 +9.838680025e+000 +9.838680025e+000 -2.000413200e+002 -2.000413200e+002 -1.3363e+000 +5.9943e-001 +3.3963e+000 +2.3809e+000 +1.8042e+000 +2.7501e+000 +2.2533e+000 -5.0079e-002 -1.1004e+000 +2.5888e+000 +8.9325e-001 +1.5568e+000 +3.9694e+000 -1.4264e+000 -1.5413e+000 -3.7680e+000 -3.0605e+000 +3.0635e+000 -2.3803e+000 +1.9202e+000
13370 +5.759489279e+000 +5.759489279e+000 -2.041205107e+002 -2.041205107e+002 -1.1300e+000 +4.7142e-001 +3.6030e+000 +2.3590e+000 +1.8255e+000 +2.7014e+000 +2.3538e+000 -6.3951e-002 -1.1159e+000 +2.5915e+000 +8.8461e-001 +1.5624e+000 +3.9765e+000 -1.4176e+000 -1.5340e+000 -3.7686e+000 -3.0612e+000 +3.0636e+000 -2.3801e+000 +1.9200e+000
13931 +3.894345664e+000 +3.894345664e+000 -2.059856543e+002 -2.059856543e+002 -5.2631e-001 +4.9239e-001 +3.6571e+000 +2.3383e+000 +1.7934e+000 +2.7063e+000 +2.3102e+000 -1.0051e-001 -1.1124e+000 +2.5871e+000 +8.7518e-001 +1.5622e+000 +3.9780e+000 -1.4191e+000 -1.5333e+000 -3.7684e+000 -3.0611e+000 +3.0629e+000 -2.3800e+000 +1.9199e+000
14050 +2.305076447e+000 +2.305076447e+000 -2.075749236e+002 -2.075749236e+002 +1.0497e+000 +4.0734e-001 +3.5543e+000 +2.2680e+000 +1.6214e+000 +2.6958e+000 +2.3308e+000 -7.4082e-002 -1.1314e+000 +2.5852e+000 +8.8995e-001 +1.5634e+000 +3.9816e+000 -1.4191e+000 -1.5329e+000 -3.7692e+000 -3.0608e+000 +3.0620e+000 -2.3790e+000 +1.9200e+000
14060 +1.561280411e+000 +1.561280411e+000 -2.083187196e+002 -2.083187196e+002 +6.4602e-001 +4.5849e-001 +3.5420e+000 +2.3733e+000 +1.7440e+000 +2.6674e+000 +2.3332e+000 -8.3366e-002 -1.1268e+000 +2.5926e+000 +8.8979e-001 +1.5604e+000 +3.9809e+000 -1.4201e+000 -1.5342e+000 -3.7683e+000 -3.0608e+000 +3.0631e+000 -2.3788e+000 +1.9198e+000
14210 +9.981054381e-001 +9.981054381e-001 -2.088818946e+002 -2.088818946e+002 +6.9040e-001 +3.9342e-001 +3.5335e+000 +2.4381e+000 +1.7509e+000 +2.6614e+000 +2.3306e+000 -6.5797e-002 -1.1213e+000 +2.5939e+000 +8.8289e-001 +1.5620e+000 +3.9750e+000 -1.4211e+000 -1.5320e+000 -3.7683e+000 -3.0607e+000 +3.0627e+000 -2.3797e+000 +1.9199e+000
14691 +5.200324308e-001 +5.200324308e-001 -2.093599676e+002 -2.093599676e+002 +1.0868e+000 +5.0788e-001 +3.5302e+000 +2.3762e+000 +1.7916e+000 +2.6939e+000 +2.2921e+000 -7.1652e-002 -1.1184e+000 +2.5938e+000 +8.8553e-001 +1.5608e+000 +3.9774e+000 -1.4201e+000 -1.5329e+000 -3.7691e+000 -3.0608e+000 +3.0637e+000 -2.3796e+000 +1.9199e+000
15165 +3.835575894e-001 +3.835575894e-001 -2.094964424e+002 -2.094964424e+002 +1.2050e+000 +3.7918e-001 +3.5477e+000 +2.3809e+000 +1.7827e+000 +2.6843e+000 +2.3257e+000 -9.0916e-002 -1.1150e+000 +2.5944e+000 +8.8360e-001 +1.5584e+000 +3.9756e+000 -1.4187e+000 -1.5330e+000 -3.7686e+000 -3.0617e+000 +3.0637e+000 -2.3794e+000 +1.9199e+000
15710 +2.307379954e-001 +2.307379954e-001 -2.096492620e+002 -2.096492620e+002 +1.2483e+000 +4.8403e-001 +3.5127e+000 +2.3694e+000 +1.7551e+000 +2.6918e+000 +2.3148e+000 -9.1467e-002 -1.1081e+000 +2.5940e+000 +8.8552e-001 +1.5555e+000 +3.9765e+000 -1.4193e+000 -1.5330e+000 -3.7685e+000 -3.0619e+000 +3.0629e+000 -2.3797e+000 +1.9198e+000
16106 +1.252448362e-001 +1.252448362e-001 -2.097547552e+002 -2.097547552e+002 +1.1112e+000 +4.9122e-001 +3.5421e+000 +2.3680e+000 +1.7954e+000 +2.6947e+000 +2.3132e+000 -9.3417e-002 -1.1033e+000 +2.5949e+000 +8.8508e-001 +1.5580e+000 +3.9767e+000 -1.4187e+000 -1.5333e+000 -3.7685e+000 -3.0616e+000 +3.0632e+000 -2.3798e+000 +1.9200e+000
16300 +9.112831983e-002 +9.112831983e-002 -2.097888717e+002 -2.097888717e+002 +1.3438e+000 +4.7882e-001 +3.5825e+000 +2.3703e+000 +1.7774e+000 +2.6940e+000 +2.3169e+000 -8.4065e-002 -1.1121e+000 +2.5996e+000 +8.8572e-001 +1.5578e+000 +3.9780e+000 -1.4190e+000 -1.5334e+000 -3.7690e+000 -3.0614e+000 +3.0631e+000 -2.3799e+000 +1.9201e+000
16905 +5.216935556e-002 +5.216935556e-002 -2.098278306e+002 -2.098278306e+002 +1.1999e+000 +4.9173e-001 +3.5458e+000 +2.3599e+000 +1.7921e+000 +2.6877e+000 +2.3221e+000 -8.7552e-002 -1.1054e+000 +2.6035e+000 +8.8660e-001 +1.5573e+000 +3.9773e+000 -1.4190e+000 -1.5334e+000 -3.7690e+000 -3.0617e+000 +3.0633e+000 -2.3800e+000 +1.9199e+000
17649 +3.976699243e-002 +3.976699243e-002 -2.098402330e+002 -2.098402330e+002 +1.2388e+000 +4.9182e-001 +3.5558e+000 +2.3538e+000 +1.7878e+000 +2.6873e+000 +2.3219e+000 -9.2188e-002 -1.1078e+000 +2.6050e+000 +8.8646e-001 +1.5576e+000 +3.9774e+000 -1.4191e+000 -1.5334e+000 -3.7690e+000 -3.0617e+000 +3.0633e+000 -2.3800e+000 +1.9200e+000
18650 +2.291967846e-002 +2.291967846e-002 -2.098570803e+002 -2.098570803e+002 +1.2104e+000 +4.8673e-001 +3.5457e+000 +2.3633e+000 +1.7790e+000 +2.6847e+000 +2.3197e+000 -9.1620e-002 -1.1089e+000 +2.6040e+000 +8.8614e-001 +1.5574e+000 +3.9776e+000 -1.4194e+000 -1.5336e+000 -3.7689e+000 -3.0615e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
19324 +1.388377028e-002 +1.388377028e-002 -2.098661162e+002 -2.098661162e+002 +1.2525e+000 +4.8363e-001 +3.5414e+000 +2.3716e+000 +1.7754e+000 +2.6903e+000 +2.3215e+000 -9.1184e-002 -1.1098e+000 +2.6045e+000 +8.8445e-001 +1.5574e+000 +3.9776e+000 -1.4194e+000 -1.5337e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
19758 +9.535247675e-003 +9.535247675e-003 -2.098704648e+002 -2.098704648e+002 +1.1829e+000 +4.8672e-001 +3.5471e+000 +2.3665e+000 +1.7874e+000 +2.6887e+000 +2.3219e+000 -9.1443e-002 -1.1103e+000 +2.6040e+000 +8.8411e-001 +1.5573e+000 +3.9777e+000 -1.4193e+000 -1.5335e+000 -3.7687e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
19810 +5.549171801e-003 +5.549171801e-003 -2.098744508e+002 -2.098744508e+002 +1.2101e+000 +4.8724e-001 +3.5470e+000 +2.3812e+000 +1.7870e+000 +2.6888e+000 +2.3226e+000 -9.3165e-002 -1.1103e+000 +2.6035e+000 +8.8359e-001 +1.5574e+000 +3.9778e+000 -1.4191e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
20283 +3.968377629e-003 +3.968377629e-003 -2.098760316e+002 -2.098760316e+002 +1.2140e+000 +4.8590e-001 +3.5479e+000 +2.3854e+000 +1.7863e+000 +2.6889e+000 +2.3231e+000 -9.1434e-002 -1.1103e+000 +2.6032e+000 +8.8353e-001 +1.5574e+000 +3.9777e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
20918 +1.557291617e-003 +1.557291617e-003 -2.098784427e+002 -2.098784427e+002 +1.2030e+000 +4.5109e-001 +3.5484e+000 +2.3843e+000 +1.7866e+000 +2.6890e+000 +2.3220e+000 -9.1028e-002 -1.1097e+000 +2.6032e+000 +8.8355e-001 +1.5574e+000 +3.9777e+000 -1.4191e+000 -1.5335e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
21677 +8.909692592e-004 +8.909692592e-004 -2.098791090e+002 -2.098791090e+002 +1.2062e+000 +4.4778e-001 +3.5494e+000 +2.3896e+000 +1.7858e+000 +2.6903e+000 +2.3224e+000 -9.0866e-002 -1.1100e+000 +2.6043e+000 +8.8319e-001 +1.5574e+000 +3.9777e+000 -1.4191e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
22037 +5.283518448e-004 +5.283518448e-004 -2.098794716e+002 -2.098794716e+002 +1.2042e+000 +4.4704e-001 +3.5559e+000 +2.3892e+000 +1.7853e+000 +2.6904e+000 +2.3224e+000 -9.0815e-002 -1.1103e+000 +2.6041e+000 +8.8315e-001 +1.5574e+000 +3.9777e+000 -1.4191e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
22673 +3.907166071e-004 +3.907166071e-004 -2.098796093e+002 -2.098796093e+002 +1.2063e+000 +4.4713e-001 +3.5579e+000 +2.3879e+000 +1.7860e+000 +2.6897e+000 +2.3224e+000 -9.0807e-002 -1.1103e+000 +2.6039e+000 +8.8316e-001 +1.5575e+000 +3.9777e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
22997 +2.462900783e-004 +2.462900783e-004 -2.098797537e+002 -2.098797537e+002 +1.2050e+000 +4.5223e-001 +3.5559e+000 +2.3854e+000 +1.7863e+000 +2.6895e+000 +2.3221e+000 -9.0333e-002 -1.1105e+000 +2.6038e+000 +8.8325e-001 +1.5575e+000 +3.9776e+000 -1.4191e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
23293 +1.513884898e-004 +1.513884898e-004 -2.098798486e+002 -2.098798486e+002 +1.2055e+000 +4.4695e-001 +3.5549e+000 +2.3873e+000 +1.7857e+000 +2.6896e+000 +2.3219e+000 -9.0519e-002 -1.1104e+000 +2.6038e+000 +8.8325e-001 +1.5575e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
24432 +9.819325373e-005 +9.819325373e-005 -2.098799018e+002 -2.098799018e+002 +1.2061e+000 +4.4767e-001 +3.5526e+000 +2.3865e+000 +1.7856e+000 +2.6895e+000 +2.3217e+000 -9.0558e-002 -1.1104e+000 +2.6038e+000 +8.8325e-001 +1.5575e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
25364 +5.368296559e-005 +5.368296559e-005 -2.098799463e+002 -2.098799463e+002 +1.2075e+000 +4.4705e-001 +3.5547e+000 +2.3856e+000 +1.7856e+000 +2.6893e+000 +2.3213e+000 -9.0503e-002 -1.1104e+000 +2.6040e+000 +8.8322e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
25733 +3.805247141e-005 +3.805247141e-005 -2.098799619e+002 -2.098799619e+002 +1.2069e+000 +4.4789e-001 +3.5546e+000 +2.3869e+000 +1.7857e+000 +2.6892e+000 +2.3215e+000 -9.0540e-002 -1.1104e+000 +2.6040e+000 +8.8323e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
26425 +2.487101594e-005 +2.487101594e-005 -2.098799751e+002 -2.098799751e+002 +1.2064e+000 +4.4769e-001 +3.5542e+000 +2.3865e+000 +1.7857e+000 +2.6889e+000 +2.3215e+000 -9.0536e-002 -1.1104e+000 +2.6040e+000 +8.8320e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
26856 +1.531354158e-005 +1.531354158e-005 -2.098799847e+002 -2.098799847e+002 +1.2071e+000 +4.4777e-001 +3.5541e+000 +2.3867e+000 +1.7856e+000 +2.6889e+000 +2.3215e+000 -9.0497e-002 -1.1103e+000 +2.6040e+000 +8.8321e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
27805 +9.535390518e-006 +9.535390518e-006 -2.098799905e+002 -2.098799905e+002 +1.2073e+000 +4.4807e-001 +3.5547e+000 +2.3865e+000 +1.7856e+000 +2.6889e+000 +2.3215e+000 -9.0451e-002 -1.1104e+000 +2.6039e+000 +8.8320e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
28156 +5.252151226e-006 +5.252151226e-006 -2.098799947e+002 -2.098799947e+002 +1.2074e+000 +4.4738e-001 +3.5541e+000 +2.3866e+000 +1.7856e+000 +2.6888e+000 +2.3215e+000 -9.0467e-002 -1.1104e+000 +2.6040e+000 +8.8320e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
28726 +3.603452114e-006 +3.603452114e-006 -2.098799964e+002 -2.098799964e+002 +1.2067e+000 +4.4784e-001 +3.5546e+000 +2.3865e+000 +1.7855e+000 +2.6888e+000 +2.3216e+000 -9.0426e-002 -1.1104e+000 +2.6040e+000 +8.8320e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
29411 +2.503140792e-006 +2.503140792e-006 -2.098799975e+002 -2.098799975e+002 +1.2067e+000 +4.4810e-001 +3.5545e+000 +2.3863e+000 +1.7854e+000 +2.6888e+000 +2.3216e+000 -9.0380e-002 -1.1104e+000 +2.6040e+000 +8.8320e-001 +1.5576e+000 +3.9776e+000 -1.4192e+000 -1.5336e+000 -3.7688e+000 -3.0616e+000 +3.0632e+000 -2.3800e+000 +1.9200e+000
